"No.","Time","Length","Info"
"4731","36.266684","197","Application Data"
"4732","36.282023","115","Application Data"
"4733","36.290851","74","443  >  56494 [ACK] Seq=175772 Ack=65683 Win=8 Len=0"
"4734","36.290851","86","443  >  56475 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"4735","36.290851","144","Application Data"
"4736","36.300222","115","Application Data"
"4737","36.315954","115","Application Data"
"4738","36.334755","115","Application Data"
"4739","36.335960","202","Application Data"
"4740","36.349195","75","56488  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"4741","36.349792","115","Application Data"
"4742","36.360931","74","443  >  56494 [ACK] Seq=175970 Ack=65806 Win=8 Len=0"
"4743","36.365789","115","Application Data"
"4744","36.375359","262","Application Data"
"4745","36.384861","115","Application Data"
"4749","36.390918","74","443  >  56494 [ACK] Seq=176158 Ack=65888 Win=8 Len=0"
"4750","36.390918","86","443  >  56488 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"4751","36.416263","115","Application Data"
"4752","36.416376","159","Application Data"
"4753","36.431978","1164","Application Data"
"4754","36.432104","74","56494  >  443 [ACK] Seq=66011 Ack=177333 Win=515 Len=0"
"4755","36.433032","115","Application Data"
"4756","36.451425","115","Application Data"
"4757","36.475489","75","56481  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"4758","36.475489","75","56490  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"4759","36.476286","363","Application Data"
"4760","36.476286","74","443  >  56494 [ACK] Seq=177622 Ack=66011 Win=8 Len=0"
"4761","36.476286","177","Application Data"
"4762","36.476286","138","Application Data"
"4763","36.476446","74","56494  >  443 [ACK] Seq=66093 Ack=177789 Win=513 Len=0"
"4771","36.484700","115","Application Data"
"4772","36.502198","115","Application Data"
"4773","36.533185","115","Application Data"
"4774","36.549836","115","Application Data"
"4775","36.551175","74","443  >  56494 [ACK] Seq=177789 Ack=66093 Win=8 Len=0"
"4776","36.551175","178","Application Data"
"4778","36.551175","86","443  >  56490 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"4779","36.551175","86","443  >  56481 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"4780","36.551175","203","Application Data"
"4781","36.551522","74","56494  >  443 [ACK] Seq=66257 Ack=178022 Win=512 Len=0"
"4785","36.567188","115","Application Data"
"4786","36.582713","159","Application Data"
"4788","36.584441","115","Application Data"
"4795","36.591920","74","443  >  56494 [ACK] Seq=178107 Ack=66298 Win=8 Len=0"
"4799","36.599643","115","Application Data"
"4800","36.615361","115","Application Data"
"4801","36.616478","159","Application Data"
"4802","36.633916","115","Application Data"
"4806","36.635619","363","Application Data"
"4808","36.635619","74","443  >  56494 [ACK] Seq=178481 Ack=66380 Win=8 Len=0"
"4813","36.651426","115","Application Data"
"4814","36.656348","159","Application Data"
"4815","36.682386","115","Application Data"
"4816","36.697733","74","443  >  56494 [ACK] Seq=178566 Ack=66503 Win=8 Len=0"
"4817","36.697733","188","Application Data"
"4818","36.699900","115","Application Data"
"4819","36.705085","138","Application Data"
"4820","36.705207","74","56494  >  443 [ACK] Seq=66585 Ack=178744 Win=515 Len=0"
"4821","36.717862","115","Application Data"
"4823","36.732921","115","Application Data"
"4824","36.737771","74","443  >  56494 [ACK] Seq=178744 Ack=66585 Win=8 Len=0"
"4825","36.737771","177","Application Data"
"4826","36.742202","75","56493  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU]"
"4827","36.750480","115","Application Data"
"4828","36.753648","99","Application Data"
"4829","36.766711","74","443  >  56494 [ACK] Seq=178872 Ack=66667 Win=8 Len=0"
"4830","36.781383","177","Application Data"
"4831","36.781536","74","56494  >  443 [ACK] Seq=66708 Ack=178975 Win=514 Len=0"
"4832","36.782322","115","Application Data"
"4833","36.799029","115","Application Data"
"4834","36.807565","86","443  >  56493 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"4835","36.816556","115","Application Data"
"4836","36.821039","161","Application Data"
"4837","36.831742","363","Application Data"
"4838","36.831893","74","56494  >  443 [ACK] Seq=66831 Ack=179351 Win=512 Len=0"
"4839","36.833375","115","Application Data"
"4840","36.847159","74","443  >  56494 [ACK] Seq=179351 Ack=66831 Win=8 Len=0"
"4841","36.849060","115","Application Data"
"4842","36.855329","159","Application Data"
"4843","36.865824","115","Application Data"
"4844","36.882255","115","Application Data"
"4845","36.890807","74","443  >  56494 [ACK] Seq=179436 Ack=66913 Win=8 Len=0"
"4846","36.890807","189","Application Data"
"4847","36.899912","115","Application Data"
"4848","36.915554","115","Application Data"
"4849","36.916383","74","443  >  56494 [ACK] Seq=179551 Ack=66995 Win=8 Len=0"
"4850","36.933931","115","Application Data"
"4851","36.940832","165","Application Data"
"4852","36.940832","138","Application Data"
"4853","36.940949","74","56494  >  443 [ACK] Seq=67118 Ack=179706 Win=511 Len=0"
"4854","36.948948","115","Application Data"
"4855","36.966118","115","Application Data"
"4856","36.977898","161","Application Data"
"4857","36.986872","74","443  >  56494 [ACK] Seq=179793 Ack=67159 Win=8 Len=0"
"4858","36.999440","115","Application Data"
"4859","37.015807","115","Application Data"
"4860","37.032790","178","Application Data"
"4861","37.032790","363","Application Data"
"4862","37.032980","74","56494  >  443 [ACK] Seq=67282 Ack=180186 Win=515 Len=0"
"4863","37.034257","115","Application Data"
"4864","37.048587","74","443  >  56494 [ACK] Seq=180186 Ack=67282 Win=8 Len=0"
"4865","37.060594","161","Application Data"
"4866","37.067200","115","Application Data"
"4867","37.083042","115","Application Data"
"4868","37.100495","115","Application Data"
"4869","37.106792","150","Application Data"
"4870","37.116783","74","443  >  56494 [ACK] Seq=180349 Ack=67405 Win=8 Len=0"
"4871","37.131790","115","Application Data"
"4872","37.138537","155","Application Data"
"4873","37.150816","115","Application Data"
"4874","37.165062","74","443  >  56494 [ACK] Seq=180430 Ack=67487 Win=8 Len=0"
"4875","37.165521","115","Application Data"
"4876","37.183211","115","Application Data"
"4877","37.186940","163","Application Data"
"4878","37.186940","138","Application Data"
"4879","37.187129","74","56494  >  443 [ACK] Seq=67610 Ack=180583 Win=513 Len=0"
"4880","37.201314","115","Application Data"
"4881","37.216774","115","Application Data"
"4882","37.217100","148","Application Data"
"4883","37.233131","115","Application Data"
"4884","37.234629","363","Application Data"
"4885","37.250720","115","Application Data"
"4886","37.251712","74","443  >  56494 [ACK] Seq=180946 Ack=67692 Win=8 Len=0"
"4887","37.251712","144","Application Data"
"4888","37.265485","115","Application Data"
"4889","37.282333","115","Application Data"
"4890","37.292784","74","443  >  56494 [ACK] Seq=181016 Ack=67774 Win=8 Len=0"
"4891","37.292784","144","Application Data"
"4892","37.301242","115","Application Data"
"4893","37.316937","115","Application Data"
"4894","37.319432","74","443  >  56494 [ACK] Seq=181086 Ack=67856 Win=8 Len=0"
"4895","37.333488","115","Application Data"
"4896","37.342182","167","Application Data"
"4897","37.350876","115","Application Data"
"4898","37.376919","144","Application Data"
"4899","37.382067","115","Application Data"
"4900","37.391955","74","443  >  56494 [ACK] Seq=181249 Ack=68020 Win=8 Len=0"
"4901","37.398679","115","Application Data"
"4902","37.416139","115","Application Data"
"4903","37.427927","144","Application Data"
"4904","37.427927","138","Application Data"
"4905","37.427927","1176","Application Data"
"4906","37.428083","74","56494  >  443 [ACK] Seq=68143 Ack=182485 Win=515 Len=0"
"4907","37.432406","115","Application Data"
"4908","37.436599","363","Application Data"
"4909","37.449337","115","Application Data"
"4910","37.451094","74","443  >  56494 [ACK] Seq=182774 Ack=68143 Win=8 Len=0"
"4911","37.467148","115","Application Data"
"4912","37.467408","182","Application Data"
"4913","37.486823","74","443  >  56494 [ACK] Seq=182882 Ack=68225 Win=8 Len=0"
"4914","37.501196","115","Application Data"
"4915","37.501751","144","Application Data"
"4916","37.517641","115","Application Data"
"4919","37.537177","155","Application Data"
"4920","37.550941","115","Application Data"
"4921","37.557103","74","443  >  56494 [ACK] Seq=183033 Ack=68348 Win=8 Len=0"
"4922","37.565603","115","Application Data"
"4923","37.577106","156","Application Data"
"4924","37.582826","115","Application Data"
"4925","37.597952","74","443  >  56494 [ACK] Seq=183115 Ack=68430 Win=8 Len=0"
"4926","37.598688","115","Application Data"
"4927","37.615904","75","56491  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"4928","37.616417","115","Application Data"
"4929","37.617800","167","Application Data"
"4930","37.634191","115","Application Data"
"4931","37.638054","363","Application Data"
"4932","37.648950","115","Application Data"
"4933","37.657251","74","443  >  56494 [ACK] Seq=183497 Ack=68553 Win=8 Len=0"
"4934","37.657251","163","Application Data"
"4935","37.662936","75","56510  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"4936","37.666331","115","Application Data"
"4937","37.671249","86","443  >  56491 [ACK] Seq=1 Ack=2 Win=313 Len=0 SLE=1 SRE=2"
"4938","37.671249","138","Application Data"
"4941","37.677899","75","56476  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"4942","37.683403","115","Application Data"
"4943","37.687071","74","443  >  56494 [ACK] Seq=183650 Ack=68635 Win=8 Len=0"
"4944","37.699469","115","Application Data"
"4945","37.708140","144","Application Data"
"4946","37.708140","86","443  >  56510 [ACK] Seq=1 Ack=2 Win=279 Len=0 SLE=1 SRE=2"
"4947","37.718348","115","Application Data"
"4948","37.727263","74","443  >  56494 [ACK] Seq=183720 Ack=68717 Win=8 Len=0"
"4949","37.737569","86","443  >  56476 [ACK] Seq=1 Ack=2 Win=324 Len=0 SLE=1 SRE=2"
"4950","37.740354","75","56511  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"4951","37.748349","115","Application Data"
"4952","37.751880","144","Application Data"
"4953","37.751880","99","Application Data"
"4954","37.752011","74","56494  >  443 [ACK] Seq=68840 Ack=183815 Win=510 Len=0"
"4955","37.768762","115","Application Data"
"4956","37.771637","86","443  >  56511 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"4957","37.771637","144","Application Data"
"4958","37.771766","74","56494  >  443 [ACK] Seq=68881 Ack=183885 Win=515 Len=0"
"4959","37.783952","115","Application Data"
"4960","37.800044","115","Application Data"
"4962","37.816227","74","443  >  56494 [ACK] Seq=183885 Ack=68881 Win=8 Len=0"
"4963","37.816227","144","Application Data"
"4965","37.817148","115","Application Data"
"4966","37.847974","363","Application Data"
"4967","37.847974","74","443  >  56494 [ACK] Seq=184244 Ack=69004 Win=8 Len=0"
"4968","37.849545","115","Application Data"
"4970","37.871488","163","Application Data"
"4971","37.883521","115","Application Data"
"4972","37.897940","144","Application Data"
"4973","37.916284","115","Application Data"
"4974","37.917463","138","Application Data"
"4975","37.932995","115","Application Data"
"4977","37.942719","144","Application Data"
"4978","37.949384","115","Application Data"
"4979","37.957301","75","56520  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"4980","37.966789","74","443  >  56494 [ACK] Seq=184537 Ack=69168 Win=8 Len=0"
"4981","37.967624","115","Application Data"
"4982","37.977224","144","Application Data"
"4984","37.997273","86","443  >  56520 [ACK] Seq=1 Ack=2 Win=279 Len=0 SLE=1 SRE=2"
"4985","37.998129","115","Application Data"
"4986","38.006663","74","443  >  56494 [ACK] Seq=184607 Ack=69250 Win=8 Len=0"
"4987","38.016584","115","Application Data"
"4988","38.018826","156","Application Data"
"4989","38.033053","115","Application Data"
"4991","38.037238","363","Application Data"
"4992","38.049296","115","Application Data"
"4993","38.050765","75","56401  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1 [TCP segment of a reassembled PDU]"
"4994","38.057677","74","443  >  56494 [ACK] Seq=184978 Ack=69332 Win=8 Len=0"
"4995","38.057677","144","Application Data"
"4996","38.066152","115","Application Data"
"4997","38.083719","115","Application Data"
"4999","38.101555","115","Application Data"
"5000","38.102213","86","443  >  56401 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"5001","38.103622","150","Application Data"
"5002","38.106715","74","443  >  56494 [ACK] Seq=185124 Ack=69455 Win=8 Len=0"
"5003","38.116611","115","Application Data"
"5005","38.132897","115","Application Data"
"5006","38.137133","74","443  >  56494 [ACK] Seq=185124 Ack=69537 Win=8 Len=0"
"5007","38.149087","115","Application Data"
"5008","38.150418","175","Application Data"
"5009","38.150418","138","Application Data"
"5010","38.150674","74","56494  >  443 [ACK] Seq=69660 Ack=185289 Win=515 Len=0"
"5012","38.165513","115","Application Data"
"5013","38.177615","74","443  >  56494 [ACK] Seq=185289 Ack=69619 Win=8 Len=0"
"5014","38.177615","148","Application Data"
"5016","38.184741","115","Application Data"
"5017","38.200268","115","Application Data"
"5018","38.202018","74","443  >  56494 [ACK] Seq=185363 Ack=69701 Win=8 Len=0"
"5020","38.212892","156","Application Data"
"5021","38.232953","115","Application Data"
"5022","38.237671","74","443  >  56494 [ACK] Seq=185445 Ack=69783 Win=8 Len=0"
"5023","38.237671","363","Application Data"
"5024","38.250092","115","Application Data"
"5025","38.250727","75","56526  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"5027","38.266061","144","Application Data"
"5028","38.267949","115","Application Data"
"5029","38.283184","115","Application Data"
"5030","38.287873","74","443  >  56494 [ACK] Seq=185804 Ack=69865 Win=8 Len=0"
"5031","38.298665","86","443  >  56526 [ACK] Seq=1 Ack=2 Win=279 Len=0 SLE=1 SRE=2"
"5032","38.298665","148","Application Data"
"5033","38.298932","115","Application Data"
"5036","38.315101","74","443  >  56494 [ACK] Seq=185878 Ack=69947 Win=8 Len=0"
"5037","38.315547","115","Application Data"
"5038","38.328493","75","56442  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"5039","38.331810","115","Application Data"
"5043","38.344182","75","56364  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"5045","38.348142","115","Application Data"
"5046","38.348299","144","Application Data"
"5048","38.367280","115","Application Data"
"5049","38.375383","75","56512  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"5050","38.377519","74","443  >  56494 [ACK] Seq=185948 Ack=70070 Win=8 Len=0"
"5051","38.377519","211","Application Data"
"5052","38.382796","115","Application Data"
"5054","38.387723","138","Application Data"
"5057","38.398867","86","443  >  56364 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"5058","38.398867","86","443  >  56442 [ACK] Seq=1 Ack=2 Win=198 Len=0 SLE=1 SRE=2"
"5060","38.399048","115","Application Data"
"5061","38.414779","115","Application Data"
"5062","38.417459","74","443  >  56494 [ACK] Seq=186149 Ack=70193 Win=8 Len=0"
"5063","38.417459","163","Application Data"
"5064","38.417459","86","443  >  56512 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"5065","38.431460","115","Application Data"
"5066","38.439018","1200","Application Data"
"5067","38.439018","363","Application Data"
"5068","38.439176","74","56494  >  443 [ACK] Seq=70316 Ack=187653 Win=515 Len=0"
"5069","38.449068","115","Application Data"
"5070","38.452789","74","443  >  56494 [ACK] Seq=187653 Ack=70275 Win=8 Len=0"
"5071","38.452789","160","Application Data"
"5072","38.465460","115","Application Data"
"5073","38.483147","115","Application Data"
"5074","38.487702","74","443  >  56494 [ACK] Seq=187739 Ack=70357 Win=8 Len=0"
"5075","38.499732","115","Application Data"
"5076","38.502723","181","Application Data"
"5077","38.516770","115","Application Data"
"5078","38.519124","74","443  >  56494 [ACK] Seq=187846 Ack=70439 Win=8 Len=0"
"5081","38.533151","115","Application Data"
"5082","38.542449","197","Application Data"
"5083","38.554545","115","Application Data"
"5108","38.583307","115","Application Data"
"5124","38.604221","74","443  >  56494 [ACK] Seq=187969 Ack=70562 Win=8 Len=0"
"5125","38.604221","163","Application Data"
"5128","38.616820","115","Application Data"
"5129","38.622988","159","Application Data"
"5130","38.634287","115","Application Data"
"5132","38.635873","138","Application Data"
"5133","38.635873","363","Application Data"
"5134","38.636019","74","56494  >  443 [ACK] Seq=70726 Ack=188496 Win=512 Len=0"
"5135","38.667938","115","Application Data"
"5137","38.699368","115","Application Data"
"5138","38.714898","115","Application Data"
"5139","38.718455","159","Application Data"
"5140","38.718455","190","Application Data"
"5142","38.718605","74","56494  >  443 [ACK] Seq=70849 Ack=188697 Win=511 Len=0"
"5143","38.734932","115","Application Data"
"5144","38.766392","115","Application Data"
"5145","38.782720","115","Application Data"
"5146","38.798677","115","Application Data"
"5147","38.817981","115","Application Data"
"5148","38.837849","74","443  >  56494 [ACK] Seq=188697 Ack=70808 Win=8 Len=0"
"5149","38.838278","196","Application Data"
"5150","38.838278","99","Application Data"
"5151","38.838278","74","443  >  56494 [ACK] Seq=188844 Ack=70890 Win=8 Len=0"
"5152","38.838278","192","Application Data"
"5153","38.838278","74","443  >  56494 [ACK] Seq=188962 Ack=70972 Win=8 Len=0"
"5154","38.838278","188","Application Data"
"5156","38.838278","363","Application Data"
"5157","38.838471","74","56494  >  443 [ACK] Seq=71054 Ack=189365 Win=515 Len=0"
"5158","38.848292","115","Application Data"
"5159","38.865938","115","Application Data"
"5160","38.881975","115","Application Data"
"5161","38.899516","115","Application Data"
"5162","38.915695","115","Application Data"
"5163","38.931975","115","Application Data"
"5164","38.949169","115","Application Data"
"5165","38.965537","115","Application Data"
"5166","38.981625","115","Application Data"
"5167","38.999737","115","Application Data"
"5168","39.016417","115","Application Data"
"5169","39.018835","202","Application Data"
"5170","39.018835","138","Application Data"
"5171","39.018835","169","Application Data"
"5172","39.018835","74","443  >  56494 [ACK] Seq=189652 Ack=71177 Win=8 Len=0"
"5173","39.018835","197","Application Data"
"5174","39.018835","74","443  >  56494 [ACK] Seq=189775 Ack=71300 Win=8 Len=0"
"5175","39.018835","177","Application Data"
"5177","39.018835","74","443  >  56494 [ACK] Seq=189878 Ack=71423 Win=8 Len=0"
"5178","39.019114","74","56494  >  443 [ACK] Seq=71505 Ack=189878 Win=513 Len=0"
"5180","39.031961","115","Application Data"
"5181","39.038555","177","Application Data"
"5182","39.038555","363","Application Data"
"5183","39.038746","74","56494  >  443 [ACK] Seq=71546 Ack=190270 Win=511 Len=0"
"5184","39.048401","115","Application Data"
"5185","39.066132","115","Application Data"
"5187","39.083119","115","Application Data"
"5188","39.098470","159","Application Data"
"5189","39.098470","74","443  >  56494 [ACK] Seq=190355 Ack=71587 Win=8 Len=0"
"5190","39.098971","115","Application Data"
"5191","39.109428","75","56552  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"5192","39.115584","115","Application Data"
"5193","39.119765","197","Application Data"
"5194","39.119765","138","Application Data"
"5195","39.119993","74","56494  >  443 [ACK] Seq=71751 Ack=190542 Win=510 Len=0"
"5196","39.132312","115","Application Data"
"5197","39.148565","115","Application Data"
"5199","39.153481","74","443  >  56494 [ACK] Seq=190542 Ack=71710 Win=8 Len=0"
"5200","39.153481","165","Application Data"
"5201","39.166250","115","Application Data"
"5202","39.178571","74","443  >  56494 [ACK] Seq=190633 Ack=71792 Win=8 Len=0"
"5203","39.178571","180","Application Data"
"5204","39.178571","86","443  >  56552 [ACK] Seq=1 Ack=2 Win=198 Len=0 SLE=1 SRE=2"
"5205","39.178727","74","56494  >  443 [ACK] Seq=71874 Ack=190739 Win=515 Len=0"
"5206","39.198450","115","Application Data"
"5207","39.207861","74","443  >  56494 [ACK] Seq=190739 Ack=71874 Win=8 Len=0"
"5208","39.217779","115","Application Data"
"5209","39.223844","159","Application Data"
"5210","39.233776","115","Application Data"
"5211","39.238126","363","Application Data"
"5212","39.252433","115","Application Data"
"5213","39.252974","74","443  >  56494 [ACK] Seq=191113 Ack=71956 Win=8 Len=0"
"5214","39.263577","190","Application Data"
"5216","39.283082","115","Application Data"
"5218","39.294834","75","56458  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"5219","39.295059","74","443  >  56494 [ACK] Seq=191229 Ack=72038 Win=8 Len=0"
"5220","39.300055","115","Application Data"
"5221","39.303318","196","Application Data"
"5222","39.317449","115","Application Data"
"5224","39.332729","115","Application Data"
"5225","39.332779","86","443  >  56458 [ACK] Seq=1 Ack=2 Win=143 Len=0 SLE=1 SRE=2"
"5227","39.338743","221","Application Data"
"5228","39.340788","75","56560  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"5230","39.349830","115","Application Data"
"5231","39.354300","138","Application Data"
"5233","39.366670","115","Application Data"
"5234","39.368986","74","443  >  56494 [ACK] Seq=191562 Ack=72202 Win=8 Len=0"
"5235","39.368986","86","443  >  56560 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"5236","39.383038","115","Application Data"
"5237","39.384906","197","Application Data"
"5240","39.387942","75","56550  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"5244","39.398648","115","Application Data"
"5245","39.409029","74","443  >  56494 [ACK] Seq=191685 Ack=72284 Win=8 Len=0"
"5246","39.418226","115","Application Data"
"5247","39.423375","193","Application Data"
"5248","39.433773","115","Application Data"
"5251","39.450513","1188","Application Data"
"5252","39.450513","74","443  >  56550 [ACK] Seq=1 Ack=2 Win=75 Len=0"
"5253","39.450513","363","Application Data"
"5254","39.450701","74","56494  >  443 [ACK] Seq=72448 Ack=193207 Win=515 Len=0"
"5255","39.465798","115","Application Data"
"5256","39.474329","197","Application Data"
"5257","39.485096","115","Application Data"
"5258","39.515130","174","Application Data"
"5260","39.516379","115","Application Data"
"5263","39.532501","115","Application Data"
"5264","39.548918","115","Application Data"
"5265","39.566182","115","Application Data"
"5266","39.575051","74","443  >  56494 [ACK] Seq=193430 Ack=72530 Win=8 Len=0"
"5267","39.575051","190","Application Data"
"5270","39.582826","115","Application Data"
"5271","39.598749","74","443  >  56494 [ACK] Seq=193546 Ack=72612 Win=8 Len=0"
"5272","39.598749","174","Application Data"
"5273","39.599250","115","Application Data"
"5275","39.616895","115","Application Data"
"5276","39.623481","138","Application Data"
"5277","39.623481","74","443  >  56494 [ACK] Seq=193710 Ack=72735 Win=8 Len=0"
"5278","39.623481","174","Application Data"
"5279","39.623640","74","56494  >  443 [ACK] Seq=72817 Ack=193810 Win=512 Len=0"
"5280","39.632104","115","Application Data"
"5281","39.643308","363","Application Data"
"5282","39.649439","115","Application Data"
"5284","39.665708","115","Application Data"
"5285","39.674533","74","443  >  56494 [ACK] Seq=194099 Ack=72817 Win=8 Len=0"
"5286","39.674533","174","Application Data"
"5287","39.682373","115","Application Data"
"5289","39.697640","115","Application Data"
"5291","39.706083","74","443  >  56494 [ACK] Seq=194199 Ack=72940 Win=8 Len=0"
"5292","39.706083","209","Application Data"
"5293","39.715538","115","Application Data"
"5294","39.732044","74","443  >  56494 [ACK] Seq=194334 Ack=73022 Win=8 Len=0"
"5295","39.733254","115","Application Data"
"5296","39.748547","115","Application Data"
"5297","39.749106","174","Application Data"
"5298","39.750341","99","Application Data"
"5299","39.750518","74","56494  >  443 [ACK] Seq=73145 Ack=194459 Win=510 Len=0"
"5300","39.764772","115","Application Data"
"5301","39.782032","115","Application Data"
"5302","39.789763","74","443  >  56494 [ACK] Seq=194459 Ack=73145 Win=8 Len=0"
"5303","39.789763","212","Application Data"
"5304","39.789875","74","56494  >  443 [ACK] Seq=73227 Ack=194597 Win=515 Len=0"
"5305","39.798152","115","Application Data"
"5306","39.814959","115","Application Data"
"5307","39.818224","74","443  >  56494 [ACK] Seq=194597 Ack=73227 Win=8 Len=0"
"5308","39.832661","115","Application Data"
"5309","39.834356","193","Application Data"
"5310","39.843751","405","Application Data"
"5311","39.843872","74","56494  >  443 [ACK] Seq=73350 Ack=195047 Win=513 Len=0"
"5312","39.848621","115","Application Data"
"5313","39.865018","115","Application Data"
"5314","39.869052","229","Application Data"
"5317","39.883128","115","Application Data"
"5318","39.893869","74","443  >  56494 [ACK] Seq=195202 Ack=73391 Win=8 Len=0"
"5319","39.899841","115","Application Data"
"5320","39.916500","115","Application Data"
"5321","39.917808","197","Application Data"
"5323","39.923774","74","443  >  56494 [ACK] Seq=195325 Ack=73473 Win=8 Len=0"
"5324","39.932693","115","Application Data"
"5326","39.949121","74","443  >  56494 [ACK] Seq=195325 Ack=73555 Win=8 Len=0"
"5327","39.949389","115","Application Data"
"5328","39.959497","197","Application Data"
"5329","39.968223","115","Application Data"
"5330","39.984327","74","443  >  56494 [ACK] Seq=195448 Ack=73637 Win=8 Len=0"
"5331","39.994710","211","Application Data"
"5332","39.998453","115","Application Data"
"5334","40.015888","115","Application Data"
"5335","40.032282","115","Application Data"
"5336","40.034344","178","Application Data"
"5337","40.038682","363","Application Data"
"5338","40.038830","74","56494  >  443 [ACK] Seq=73801 Ack=195978 Win=515 Len=0"
"5339","40.049280","115","Application Data"
"5341","40.052297","74","443  >  56494 [ACK] Seq=195978 Ack=73760 Win=8 Len=0"
"5342","40.064043","219","Application Data"
"5343","40.066564","115","Application Data"
"5344","40.081756","138","Application Data"
"5345","40.082193","115","Application Data"
"5346","40.098933","115","Application Data"
"5348","40.110979","193","Application Data"
"5349","40.116346","115","Application Data"
"5350","40.130222","74","443  >  56494 [ACK] Seq=196306 Ack=73924 Win=8 Len=0"
"5351","40.133545","115","Application Data"
"5354","40.149446","193","Application Data"
"5356","40.165374","115","Application Data"
"5357","40.182462","115","Application Data"
"5358","40.182556","74","443  >  56494 [ACK] Seq=196425 Ack=74047 Win=8 Len=0"
"5359","40.189861","193","Application Data"
"5362","40.200568","115","Application Data"
"5363","40.219258","74","443  >  56494 [ACK] Seq=196544 Ack=74129 Win=8 Len=0"
"5364","40.219258","193","Application Data"
"5365","40.232676","115","Application Data"
"5366","40.239863","363","Application Data"
"5367","40.249177","115","Application Data"
"5368","40.265461","115","Application Data"
"5369","40.269735","174","Application Data"
"5370","40.284219","115","Application Data"
"5371","40.288994","74","443  >  56494 [ACK] Seq=197052 Ack=74252 Win=8 Len=0"
"5372","40.309836","174","Application Data"
"5373","40.309836","138","Application Data"
"5374","40.309981","74","56494  >  443 [ACK] Seq=74334 Ack=197216 Win=510 Len=0"
"5375","40.315159","115","Application Data"
"5376","40.332350","115","Application Data"
"5377","40.348541","115","Application Data"
"5378","40.350584","193","Application Data"
"5379","40.366393","115","Application Data"
"5380","40.369737","74","443  >  56494 [ACK] Seq=197335 Ack=74416 Win=8 Len=0"
"5381","40.382548","115","Application Data"
"5382","40.389716","193","Application Data"
"5383","40.389862","74","56494  >  443 [ACK] Seq=74539 Ack=197454 Win=515 Len=0"
"5384","40.398400","115","Application Data"
"5385","40.415482","115","Application Data"
"5386","40.420038","74","443  >  56494 [ACK] Seq=197454 Ack=74539 Win=8 Len=0"
"5387","40.431301","115","Application Data"
"5388","40.432130","193","Application Data"
"5390","40.439315","1212","Application Data"
"5391","40.439496","74","56494  >  443 [ACK] Seq=74662 Ack=198711 Win=510 Len=0"
"5392","40.449785","115","Application Data"
"5393","40.466304","363","Application Data"
"5395","40.466554","74","56494  >  443 [ACK] Seq=74703 Ack=199000 Win=515 Len=0"
"5396","40.467015","74","443  >  56494 [ACK] Seq=199000 Ack=74662 Win=8 Len=0"
"5397","40.467015","209","Application Data"
"5398","40.467178","74","56494  >  443 [ACK] Seq=74703 Ack=199135 Win=514 Len=0"
"5399","40.468421","115","Application Data"
"5400","40.498563","115","Application Data"
"5401","40.509924","212","Application Data"
